Name,Type,Mileage,Year,Condition,Price
Audi A5 Sportback,35 TDI S Line 5dr S Tronic,16.205,2023,Diesel,30.9
Audi Q2,35 TFSI S Line 5dr,40.078,2019,Petrol,17.3
Audi A5 Sportback,35 TFSI Black Edition 5dr S Tronic,31.984,2019,Petrol,23.49
Audi A5 Cabriolet,40 TFSI S Line 2dr S Tronic,41.435,2020,Petrol,23.99
Audi A5 Sportback,35 TDI S Line 5dr S Tronic,16.643,2023,Diesel,30.9
Audi A5,2.0 TDI Ultra S Line 2dr S Tronic,57.625,2019,Diesel,17.5
Audi Q5 Sportback,40 TDI Quattro S Line 5dr S Tronic,16.04,2022,Diesel,37.99
Audi Q5,45 TFSI Quattro Sport 5dr S Tronic,35.178,2021,Petrol,29.5
Audi Q5,40 TDI Quattro S Line 5dr S Tronic,4.829,2023,Diesel,nan
Audi Q5,50 TFSI e Quattro Black Edition 5dr S Tronic,8.944,2023,Hybrid,51.9
Audi Q5,45 TFSI Quattro S Line 5dr S Tronic,34.091,2020,Petrol,28.89
Audi Q5 Sportback,40 TDI Quattro S Line 5dr S Tronic,24.09,2023,Diesel,39.9
Audi Q5 Sportback,45 TFSI Quattro Sport 5dr S Tronic,33.2,2021,Petrol,30.4
Audi A5 Sportback,35 TFSI Black Edition 5dr S Tronic,2.938,2023,Petrol,35.9
Audi Q5,40 TDI Quattro S Line 5dr S Tronic,43.44,2020,Diesel,30.9
Audi Q2,35 TFSI Sport 5dr,12.984,2022,Petrol,23.59
Audi Q2,35 TFSI Sport 5dr,11.23,2023,Petrol,25.49
Audi Q5 Sportback,40 TDI Quattro S Line 5dr S Tronic,5.0,2023,Diesel,nan
Audi Q2,35 TFSI S Line 5dr S Tronic,15.494,2023,Petrol,27.4
Audi Q2,30 TFSI Sport 5dr S Tronic,35.637,2019,Petrol,17.7
Audi Q2,35 TFSI S Line 5dr S Tronic,25.827,2020,Petrol,21.7
Audi Q5,45 TFSI Quattro S Line 5dr S Tronic,37.719,2019,Petrol,26.9
Audi Q2,35 TFSI Sport 5dr S Tronic,31.973,2021,Petrol,21.4
Audi Q2,35 TFSI Sport 5dr S Tronic,669.0,2023,Petrol,28.9
Audi Q2,35 TFSI S Line 5dr S Tronic,3.766,2023,Petrol,29.9
Audi Q2,35 TFSI S Line 5dr S Tronic,16.417,2023,Petrol,27.2
Audi Q2,35 TFSI Black Edition 5dr,6.236,2023,Petrol,30.5
Audi Q2,35 TFSI Sport 5dr,30.852,2020,Petrol,17.9
Audi TT,50 TFSI Quattro TTS Black Edition 2dr S Tronic,17.0,2020,Petrol,32.1
Audi Q2,35 TFSI S Line 5dr S Tronic,40.035,2020,Petrol,20.9
Audi A5,35 TFSI Sport 2dr S Tronic,5.639,2023,Petrol,29.2
Audi Q2,35 TFSI Black Edition 5dr S Tronic,38.598,2020,Petrol,21.9
Audi Q5,2.0T FSI Quattro S Line 5dr S Tronic,34.474,2017,Petrol,24.9
Audi Q5,40 TDI Quattro S Line 5dr S Tronic,43.93,2020,Diesel,27.49
Audi Q2,35 TFSI S Line 5dr,20.55,2022,Petrol,23.9
Audi Q5,40 TDI Quattro S Line 5dr S Tronic,41.996,2019,Diesel,26.3
Audi Q5,45 TFSI Quattro Black Edition 5dr S Tronic,31.811,2020,Petrol,32.4
Audi Q2,35 TFSI S Line 5dr S Tronic,13.295,2023,Petrol,27.2
Audi A3 Saloon,35 TFSI Sport 4dr,9.588,2022,Petrol,21.9
Audi Q2,35 TFSI S Line 5dr S Tronic,14.373,2023,Petrol,26.9
Audi A5,40 TFSI 204 S Line 2dr S Tronic,3.138,2023,Petrol,35.4
Audi Q2,35 TFSI S Line 5dr,14.007,2022,Petrol,24.6
Audi Q5,50 TFSI e Quattro S Line 5dr S Tronic,860.0,2023,Hybrid,48.5
Audi Q2,35 TFSI S Line 5dr,3.135,2023,Petrol,28.9
Audi Q2,35 TFSI S Line 5dr S Tronic,15.876,2023,Petrol,26.9
Audi A5 Sportback,35 TDI S Line 5dr S Tronic,6.777,2023,Diesel,32.3
Audi Q2,35 TFSI S Line 5dr,3.667,2023,Petrol,27.5
Audi Q5,50 TFSI e Quattro S Line 5dr S Tronic,1.592,2023,Hybrid,47.5
Audi A5,40 TDI S Line 2dr S Tronic,42.582,2020,Diesel,19.9
Audi Q5,50 TFSI e Quattro S Line 5dr S Tronic,3.873,2023,Hybrid,47.9
Audi A4,40 TFSI 204 Sport Edition 4dr S Tronic [C+S],32.754,2020,Petrol,nan
Audi Q5,50 TFSI e Quattro S Line 5dr S Tronic,5.0,2023,Hybrid,45.9
Audi A4,40 TFSI S Line 4dr S Tronic,38.595,2019,Petrol,20.4
Audi A4 Avant,35 TFSI Black Edition 5dr S Tronic,1.199,2023,Petrol,33.9
Audi Q5,50 TFSI e Quattro Sport 5dr S Tronic,4.751,2023,Hybrid,45.4
Audi A4,35 TFSI S Line 4dr S Tronic,14.53,2023,Petrol,27.9
Audi A4 Avant,35 TFSI Black Edition 5dr S Tronic,6.48,2023,Petrol,34.5
Audi A4 Avant,35 TFSI Black Edition 5dr S Tronic,4.869,2023,Petrol,34.5
Audi A4 Avant,35 TFSI Black Edition 5dr S Tronic,4.479,2023,Petrol,34.5
Audi A4,35 TFSI Sport 4dr,42.647,2019,Petrol,16.9
Audi A4 Avant,35 TFSI Black Edition 5dr S Tronic,5.322,2023,Petrol,34.5
Audi A4 Avant,35 TFSI S Line 5dr S Tronic,9.874,2023,Petrol,31.4
Audi A4 Avant,35 TFSI Technik 5dr,21.358,2020,Petrol,21.39
Audi A4,35 TFSI S Line 4dr S Tronic,5.025,2023,Petrol,28.5
Audi A4 Avant,35 TFSI Black Edition 5dr S Tronic,6.249,2023,Petrol,34.5
Audi A4,35 TDI Black Edition 4dr S Tronic,2.203,2022,Diesel,31.4
Audi A4,S4 TDI Quattro Black Edition 4dr Tiptronic,46.08,2020,Diesel,30.9
Audi A4 Avant,35 TFSI S Line 5dr S Tronic,7.898,2023,Petrol,31.9
Audi A4 Avant,35 TFSI Black Edition 5dr S Tronic,1.003,2023,Petrol,34.5
Audi A4 Avant,35 TDI Black Edition 5dr S Tronic,22.983,2021,Diesel,28.5
Audi A4,35 TDI S Line 4dr S Tronic,43.68,2021,Diesel,22.4
Audi S4,S4 TDI Quattro 5dr Tiptronic,95.4,2020,Diesel,26.9
Audi A4 Avant,35 TFSI Black Edition 5dr S Tronic,3.894,2023,Petrol,33.9
Audi A4 Avant,35 TFSI Black Edition 5dr S Tronic,2.169,2023,Petrol,33.9
Audi A4 Avant,35 TFSI Black Edition 5dr S Tronic,1.547,2023,Petrol,33.5
Audi RS5,RS 5 TFSI Quattro Carbon Black 5dr Tiptronic,2.0,2023,Petrol,nan
Audi A1,30 TFSI 110 S Line 5dr,2.48,2023,Petrol,23.9
Audi A4,35 TFSI S Line 4dr S Tronic,35.181,2021,Petrol,22.6
Audi S4,S4 TDI 341 Quattro Vorsprung 5dr Tiptronic,9.077,2023,Diesel,50.5
Audi A4,40 TDI 204 Quattro S Line 4dr S Tronic,12.686,2022,Diesel,30.9
Audi A1 Citycarver,35 TFSI Citycarver 5dr S Tronic,23.077,2021,Petrol,21.59
Audi A1,35 TFSI Sport 5dr S Tronic,9.024,2021,Petrol,21.89
Audi A1,30 TFSI 110 S Line 5dr S Tronic,13.992,2023,Petrol,23.79
Audi A1,35 TFSI S Line 5dr S Tronic,22.59,2022,Petrol,22.9
Audi A1,30 TFSI 110 Black Edition 5dr,5.0,2023,Petrol,29.9
Audi A1,30 TFSI Sport 5dr,10.17,2020,Petrol,18.49
Audi A1,35 TFSI S Line 5dr,26.589,2019,Petrol,18.49
Audi A1,40 TFSI S Line Competition 5dr S Tronic,18.616,2020,Petrol,20.59
Audi A1,30 TFSI S Line 5dr,29.584,2020,Petrol,18.39
Audi A1,30 TFSI 110 S Line 5dr S Tronic,26.334,2022,Petrol,21.9
Audi A1,30 TFSI 110 S Line 5dr S Tronic,13.544,2023,Petrol,24.4
Audi A1,30 TFSI 110 Black Edition 5dr,11.115,2021,Petrol,22.6
Audi A1,1.4 TFSI 150 Black Edition 5dr,78.325,2017,Petrol,12.7
Audi A1,30 TFSI 110 Black Edition 5dr,1.702,2023,Petrol,26.4
Audi A1,30 TFSI 110 S Line 5dr S Tronic,16.374,2023,Petrol,23.2
Audi A6 Avant,40 TFSI S Line 5dr S Tronic [Tech Pack],25.079,2022,Petrol,31.9
Audi A6 Avant,40 TDI S Line 5dr S Tronic,55.627,2019,Diesel,23.6
Audi A6,40 TDI Black Edition 4dr S Tronic,24.631,2019,Diesel,26.49
Audi A6,40 TDI S Line 5dr S Tronic,39.365,2019,Diesel,25.2
Audi A6,40 TDI S Line 4dr S Tronic,18.581,2021,Diesel,27.4
Audi A6 Avant,40 TDI S Line 5dr S Tronic,49.939,2019,Diesel,25.29
Audi A6,40 TFSI S Line 4dr S Tronic,30.489,2021,Petrol,25.9
Audi Q5,50 TFSI e Quattro Sport 5dr S Tronic,4.751,2023,Hybrid,46.5
Audi A6 Avant,40 TDI Quattro Black Edition 5dr S Tronic,44.723,2022,Diesel,32.9
Audi A6 Avant,40 TDI Quattro Sport 5dr S Tronic,52.454,2021,Diesel,26.4
Audi A6 Avant,45 TFSI Quattro S Line 5dr S Tronic,5.0,2023,Petrol,43.8
Audi A6 Avant,40 TDI S Line 5dr S Tronic,38.081,2020,Diesel,26.3
Audi A6,40 TDI Black Edition 4dr S Tronic,23.548,2021,Diesel,29.9
Audi S6,S6 TDI 344 Quattro Black Edition 4dr Tip Auto,8.82,2022,Diesel,52.9
Audi e-tron GT,390kW Quattro 93kWh Vorsprung 4dr Auto,15.625,2021,Electric,62.9
Audi A6 Avant,40 TDI Black Edition 5dr S Tronic,41.205,2021,Diesel,30.7
Audi A6 Avant,40 TDI Quattro S Line 5dr S Tronic,6.245,2023,Diesel,39.9
Audi A6,40 TDI Black Edition 4dr S Tronic,20.34,2021,Diesel,29.9
Audi A6 Avant,45 TFSI 265 Quattro Black Edition 5dr S Tronic,8.598,2023,Petrol,43.8
Audi A6 Avant,50 TFSI e 17.9kWh Qtro Sport 5dr S Tronic [C+S],3.677,2023,Hybrid,49.9
Audi e-tron,300kW 55 Quattro 95kWh 5dr Auto,39.35,2020,Electric,28.7
Audi e-tron Sportback,300kW 55 Quattro 95kWh S Line 5dr Auto,46.544,2020,Electric,31.4
Audi e-tron GT,390kW Quattro 93kWh Vorsprung 4dr Auto,6.327,2023,Electric,82.9
Audi e-tron,230kW 50 Quattro 71kWh Technik 5dr Auto,13.621,2020,Electric,26.49
Audi A6 Avant,45 TFSI Quattro S Line 5dr S Tronic,3.724,2023,Petrol,43.5
Audi A5 Sportback,35 TFSI S Line 5dr S Tronic,894.0,2023,Petrol,32.9
Audi e-tron,300kW 55 Quattro 95kWh Black Edition 5dr Auto,31.492,2021,Electric,36.9
Audi e-tron,300kW 55 Quattro 95kWh 5dr Auto,40.119,2020,Electric,28.9
Audi RS Q3,RS Q3 TFSI Quattro Audi Sport Ed 5dr S Tronic[C+S],15.4,2020,Petrol,50.29
Audi RS Q3,RS Q3 TFSI Quattro 5dr S Tronic,4.612,2022,Petrol,46.9
Audi e-tron S,300kW 55 Quattro 95kWh S Line 5dr Auto,4.534,2023,Electric,45.9
Audi A6,45 TFSI Quattro Black Ed 4dr S Tronic [Tech Pro],4.244,2023,Petrol,43.4
Audi SQ8,SQ8 TFSI Quattro Vorsprung 5dr Tiptronic,5.98,2023,Petrol,94.9
Audi Q4 e-tron Sportback,150kW 40 82kWh S Line 5dr Auto,5.0,2023,Electric,39.9
Audi Q4 e-tron Sportback,150kW 40 82kWh S Line 5dr Auto,3.5,2023,Electric,42.99
Audi e-tron GT,390kW Quattro 93kWh Vorsprung 4dr Auto,6.409,2023,Electric,79.9
Audi Q8,50 TDI Quattro S Line 5dr Tiptronic,35.872,2019,Diesel,39.9
Audi RS Q3,RS Q3 TFSI Quattro 5dr S Tronic,20.98,2021,Petrol,43.7
Audi Q8,50 TDI Quattro S Line 5dr Tiptron [Comfort+Sound],5.0,2023,Diesel,60.4
Audi Q4,150kW 40 82kWh S Line 5dr Auto,5.0,2023,Electric,39.9
Audi Q8 e-tron,300kW 55 Quattro 114kWh Launch Edition 5dr Auto,9.738,2023,Electric,69.9
Audi Q8 e-tron,300kW 55 Quattro 114kWh Black Edition 5dr Auto,8.312,2023,Electric,72.9
Audi Q8 e-tron,300kW 55 Quattro 114kWh Launch Edition 5dr Auto,9.116,2023,Electric,69.9
Audi Q8 e-tron,300kW 55 Quattro 114kWh Black Edition 5dr Auto,11.921,2023,Electric,69.9
Audi Q8 e-tron,250kW 50 Quattro 95kWh S Line 5dr Auto,10.463,2023,Electric,59.9
Audi Q4 e-tron Sportback,125kW 35 55.52kWh S Line 5dr Auto,5.249,2023,Electric,37.9
Audi Q4 e-tron Sportback,150kW 40 82kWh S Line 5dr Auto,3.555,2023,Electric,45.9
Audi A6,40 TDI Black Edition 4dr S Tronic,68.395,2021,Diesel,24.99
Audi A5 Sportback,35 TFSI Edition 1 5dr S Tronic,30.532,2021,Petrol,29.99
Audi RS3,RS 3 TFSI Quattro Carbon Black 5dr S Tronic,7.155,2023,Petrol,nan
Audi Q2,30 TDI Technik 5dr,33.085,2020,Diesel,16.2
Audi S3,S3 TFSI Quattro 5dr S Tronic,49.085,2021,Petrol,29.89
Audi Q2,35 TFSI Black Edition 5dr,37.211,2020,Petrol,19.9
Audi Q3,2.0 TDI [184] Quattro S Line Plus 5dr S Tronic,72.201,2016,Diesel,14.9
Audi Q5,45 TFSI Quattro S Line 5dr S Tronic,16.067,2021,Petrol,35.5
Audi e-tron,300kW 55 Quattro 95kWh S Line 5dr Auto,250.0,2023,Electric,46.99
Audi A5 Cabriolet,40 TDI S Line 2dr S Tronic,33.38,2020,Diesel,21.28
Audi A1,35 TFSI S Line 5dr S Tronic,21.625,2019,Petrol,nan
Audi Q5,45 TFSI Quattro S Line 5dr S Tronic,8.647,2023,Petrol,40.9
Audi A3 Saloon,35 TFSI Edition 1 4dr S Tronic,2.458,2023,Petrol,31.4
Audi A3,40 TFSI e S Line 5dr S Tronic,4.77,2021,Hybrid,24.9
Audi A1,1.4 TFSI Sport Nav 5dr S Tronic,42.012,2018,Petrol,13.9
Audi Q3,35 TFSI S Line 5dr S Tronic,20.094,2020,Petrol,27.4
Audi Q3,2.0T FSI Quattro Black Edition 5dr S Tronic,31.498,2017,Petrol,21.79
Audi Q5 Sportback,45 TFSI Quattro S Line 5dr S Tronic,35.507,2021,Petrol,34.9
Audi Q2,35 TFSI S Line 5dr,13.075,2021,Petrol,22.7
Audi A7,40 TDI S Line 5dr S Tronic,24.258,2021,Diesel,31.5
Audi Q2,35 TFSI S Line 5dr S Tronic,51.68,2021,Petrol,21.15
Audi Q2,35 TFSI S Line 5dr,12.559,2021,Petrol,23.3
Audi Q4,150kW 40 82kWh S Line 5dr Auto,6.212,2023,Electric,39.9
Audi A1,25 TFSI S Line 5dr,5.0,2023,Petrol,22.9
Audi Q7,55 TFSI e Quattro S Line 5dr Tiptronic,24.524,2020,Hybrid,40.9
Audi Q4 e-tron Sportback,150kW 40 82kWh Black Edition 5dr Auto,4.751,2023,Electric,47.9
Audi SQ7,SQ7 TFSI Quattro Black Edition 5dr Tiptronic,67.664,2021,Petrol,52.49
Audi Q8 e-tron,300kW 55 Quattro 114kWh Black Edition 5dr Auto,3.0,2023,Electric,74.9
Audi Q7,50 TDI Quattro Sport 5dr Tiptronic,31.985,2020,Diesel,37.69
Audi Q7,55 TFSI e Quattro Black Ed 5dr Tiptronic [C+S],20.878,2021,Hybrid,49.89
Audi Q7,50 TDI Quattro Black Edition 5dr Tiptronic,12.898,2022,Diesel,54.9
Audi Q7,50 TDI Quattro Black Edition 5dr Tiptronic,26.239,2021,Diesel,50.99
Audi Q7,55 TFSI e Quattro Sport 5dr Tiptronic,18.649,2021,Hybrid,43.69
Audi Q7,50 TDI Quattro Vorsprung 5dr Tiptronic,40.044,2022,Diesel,58.9
Audi Q7,50 TDI Quattro Vorsprung 5dr Tiptronic,6.0,2023,Diesel,77.6
Audi TT,45 TFSI Quattro S Line 2dr S Tronic,21.98,2019,Petrol,24.89
Audi A7,40 TDI Quattro Black Edition 5dr S Tronic,8.217,2023,Diesel,40.9
Audi A7,40 TDI Quattro S Line 5dr S Tronic,17.421,2022,Diesel,36.9
Audi A7,45 TFSI 265 Quattro Black Edition 5dr S Tronic,12.082,2023,Petrol,39.99
Audi Q7,50 TDI Quattro Black Edition 5dr Tiptronic,15.884,2021,Diesel,51.9
Audi TT,40 TFSI Black Edition 2dr S Tronic,12.215,2020,Petrol,25.9
Audi A7,40 TDI Quattro Black Edition 5dr S Tronic,1.651,2023,Diesel,43.4
Audi S7,S7 TDI Quattro S 5dr Tip Auto,23.123,2020,Diesel,42.39
Audi A7,55 TFSI Quattro S Line 5dr S Tronic,30.351,2018,Petrol,30.99
Audi TT,45 TFSI Sport 2dr S Tronic,8.089,2020,Petrol,nan
Audi TT Roadster,TT RS TFSI Quattro Audi Sport Ed 2dr S Tronic,9.178,2022,Petrol,49.79
Audi Q7,50 TDI Quattro S Line 5dr Tiptronic,31.409,2021,Diesel,43.3
Audi A7,50 TDI Quattro Sport 5dr Tip Auto,12.399,2018,Diesel,29.9
Audi A7,50 TDI Quattro S Line 5dr Tip Auto,39.968,2018,Diesel,29.9
Audi TT,45 TFSI Sport Edition 2dr S Tronic,32.426,2021,Petrol,25.4
Audi RS3,RS 3 TFSI 400 Quattro 5dr S Tronic,5.535,2019,Petrol,nan
Audi TT,40 TFSI S Line 2dr S Tronic,32.365,2020,Petrol,22.9
Audi TT,40 TFSI S Line 2dr S Tronic,4.881,2023,Petrol,30.4
Audi Q2,35 TFSI S Line 5dr,51.741,2020,Petrol,17.99
Audi A1,30 TFSI 110 S Line 5dr,20.101,2021,Petrol,19.99
Audi SQ5,SQ5 TDI Quattro Vorsprung 5dr Tiptronic,22.639,2020,Diesel,48.99
Audi A3,35 TFSI S Line 5dr S Tronic,30.0,2020,Petrol,21.49
Audi S6,S6 TFSI Quattro Black Edition 5dr S Tronic,48.072,2017,Petrol,29.99
Audi A1 Citycarver,30 TFSI Citycarver 5dr S Tronic,18.551,2019,Petrol,20.59
Audi Q5,50 TFSI e Quattro S Line 5dr S Tronic,10.868,2022,Hybrid,40.99
Audi Q5,45 TFSI Quattro S Line 5dr S Tronic,45.222,2020,Petrol,31.99
Audi A1,1.4 TFSI 150 Black Edition 5dr S Tronic,41.861,2017,Petrol,15.8
Audi A4,35 TFSI Black Edition 4dr S Tronic,36.622,2020,Petrol,22.39
Audi Q5,45 TFSI Quattro Black Edition 5dr S Tronic,20.648,2020,Petrol,34.49
Audi A3,1.5 TFSI Black Edition 5dr,34.52,2017,Petrol,17.69
Audi Q5,2.0 TDI Quattro Sport 5dr S Tronic,34.404,2018,Diesel,23.99
Audi Q3,2.0T FSI Quattro Black Edition 5dr S Tronic,56.958,2017,Petrol,19.4
Audi S5,S5 Quattro 5dr Tiptronic,30.215,2018,Petrol,27.9
Audi Q7,50 TDI Quattro S Line 5dr Tiptronic,36.265,2020,Diesel,42.4
Audi Q2,1.4 TFSI Sport 5dr S Tronic,64.744,2018,Petrol,14.9
Audi Q3,40 TFSI Quattro Sport 5dr S Tronic,18.696,2020,Petrol,26.99
Audi Q3,40 TFSI Quattro S Line 5dr S Tronic,25.35,2019,Petrol,26.69
Audi A1,30 TFSI S Line 5dr,38.738,2020,Petrol,17.79
Audi Q5,40 TDI Quattro S Line 5dr S Tronic,31.0,2020,Diesel,32.99
Audi A6 Avant,2.0 TDI Ultra Black Edition 5dr S Tronic,61.764,2016,Diesel,18.99
Audi S5,S5 TDI 341 Quattro Black Edition 5dr Tiptronic,8.0,2023,Diesel,50.99
Audi A4,40 TFSI Sport 4dr S Tronic,57.516,2019,Petrol,14.99
Audi TT,40 TFSI Vorsprung 2dr S Tronic,29.821,2019,Petrol,26.9
Audi Q5,45 TFSI Quattro Sport 5dr S Tronic,34.114,2020,Petrol,28.5
Audi e-tron,230kW 50 Quattro 71kWh Black Edition 5dr Auto,34.321,2021,Electric,33.9
Audi A6,40 TFSI Black Edition 4dr S Tronic,33.989,2021,Petrol,27.9
Audi Q7,50 TDI Quattro Black Edition 5dr Tiptronic,42.597,2021,Diesel,46.5
Audi Q2,1.6 TDI S Line 5dr S Tronic,66.384,2017,Diesel,15.2
Audi Q5,40 TDI Quattro S Line 5dr S Tronic,10.287,2019,Diesel,31.99
Audi Q5,2.0 TDI Quattro S Line 5dr S Tronic,54.975,2017,Diesel,22.49
Audi A3 Saloon,35 TFSI Edition 1 4dr S Tronic,4.933,2023,Petrol,31.49
Audi A4 Avant,2.0T FSI Black Edition 5dr S Tronic,28.333,2018,Petrol,23.49
Audi Q2,35 TFSI Sport 5dr S Tronic,9.37,2022,Petrol,24.829
Audi A5,40 TFSI S Line 2dr S Tronic,19.084,2020,Petrol,23.69
Audi A3,35 TFSI S Line 5dr,28.0,2019,Petrol,17.6
Audi A6 Avant,40 TDI S Line 5dr S Tronic,22.988,2022,Diesel,32.4
Audi Q4,150kW 40 82.77kWh Launch Edition 5dr Auto,24.872,2021,Electric,32.9
Audi Q5,45 TFSI Quattro S Line 5dr S Tronic,23.04,2020,Petrol,28.5
Audi Q3,35 TDI S Line 5dr S Tronic,33.442,2021,Diesel,29.5
Audi A4 Avant,35 TFSI S Line 5dr S Tronic,22.64,2020,Petrol,24.3
Audi A1,30 TFSI Sport 5dr,15.6,2020,Petrol,17.4
Audi Q5,40 TDI Quattro S Line 5dr S Tronic,21.166,2019,Diesel,28.8
Audi A4 Avant,35 TFSI Black Edition 5dr S Tronic,3.956,2023,Petrol,34.5
Audi A3,35 TDI Sport 5dr S Tronic,76.009,2019,Diesel,13.4
Audi Q3,40 TFSI Quattro Sport 5dr S Tronic,42.805,2019,Petrol,22.49
Audi Q5,40 TDI Quattro Black Edition 5dr S Tronic,26.222,2020,Diesel,33.79
Audi TT,40 TFSI S Line 2dr S Tronic,4.751,2023,Petrol,33.9
Audi TT,40 TFSI S Line 2dr S Tronic,4.121,2023,Petrol,33.9
Audi A8,L 50 TDI Quattro S Line 4dr Tiptronic,8.165,2022,Diesel,49.4
Audi A3,35 TFSI S Line 5dr S Tronic,14.745,2020,Petrol,21.19
Audi Q3,40 TFSI Quattro S Line 5dr S Tronic,21.815,2019,Petrol,26.995
Audi A3,30 TDI S Line 5dr,19.5,2021,Diesel,23.29
Audi A3,35 TFSI Black Edition 5dr S Tronic,1.794,2023,Petrol,32.79
Audi A3,40 TFSI e S Line 5dr S Tronic,5.0,2023,Hybrid,nan
Audi A3,35 TFSI Black Edition 5dr S Tronic,5.0,2023,Petrol,32.89
Audi A3 Saloon,35 TFSI Black Edition 4dr S Tronic,10.0,2023,Petrol,nan
Audi A3 Saloon,35 TFSI S Line 4dr S Tronic,19.353,2023,Petrol,26.39
Audi A3,35 TFSI Sport 5dr S Tronic,7.0,2023,Petrol,35.99
Audi A3 Saloon,35 TFSI Black Edition 4dr S Tronic,1.881,2023,Petrol,33.29
Audi A3,30 Tdi 116 Black Edition 5Dr,12.469,2019,Diesel,20.89
Audi A3,30 TFSI S Line 5dr,4.008,2023,Petrol,25.49
Audi A3,40 TFSI e S Line 5dr S Tronic,3.0,2023,Hybrid,nan
Audi Q3,35 TDI Sport 5dr S Tronic,22.816,2019,Diesel,23.39
Audi A7,45 TFSI 265 Quattro S Line 5dr S Tronic,9.145,2023,Petrol,44.8
Audi Q3,45 TFSI e Vorsprung 5dr S Tronic,5.0,2023,Hybrid,nan
Audi Q3,35 TFSI S Line 5dr,50.025,2019,Petrol,20.89
Audi A8,55 TFSI Quattro S Line 4dr Tiptronic,10.836,2022,Petrol,48.8
Audi S3,S3 TFSI Quattro Black Edition 3dr S Tronic,26.35,2017,Petrol,24.4
Audi S3,S3 TFSI Quattro Vorsprung 5dr S Tronic,9.18,2023,Petrol,43.7
Audi SQ5,SQ5 Quattro 5dr Tip Auto,59.66,2017,Petrol,29.5
Audi S3,S3 TFSI 300 Quattro 5dr S Tronic,35.664,2019,Petrol,25.49
Audi A8,60 TFSI e Quattro Black Edition 4dr Tiptronic,4.484,2023,Hybrid,77.9
Audi RS e-tron GT,475kW Quattro 93kWh Carbon Vorsprung 4dr Auto,8.683,2021,Electric,76.9
Audi A8,60 TFSI e Quattro S Line 4dr Tiptronic,1.504,2023,Hybrid,69.9
Audi A8,60 TFSI e Quattro Black Edition 4dr Tiptronic,1.032,2023,Hybrid,73.9
Audi A5 Sportback,45 TFSI 265 Quattro Edition 1 5dr S Tronic,21.791,2021,Petrol,nan
Audi A5,40 TFSI 204 S Line 2dr S Tronic,5.0,2023,Petrol,36.39
Audi A5,S5 TDI 341 Quattro Black Edition 5dr Tiptronic,10.7,2022,Diesel,46.99
Audi A5 Sportback,40 TFSI 204 Black Edition 5dr S Tronic,15.595,2022,Petrol,35.09
Audi Q5,45 TFSI Quattro S Line 5dr S Tronic,28.602,2021,Petrol,35.99
Audi Q5,40 TDI Quattro S Line 5dr S Tronic,36.646,2019,Diesel,26.59
Audi Q2,30 TFSI Sport 5dr,15.629,2021,Petrol,20.29
Audi Q2,35 TFSI S Line 5dr S Tronic,13.818,2023,Petrol,26.49
Audi Q2,35 TFSI S Line 5dr S Tronic,14.742,2023,Petrol,27.69
Audi A5,35 TFSI Black Edition 2dr S Tronic,8.0,2023,Petrol,37.19
Audi Q2,35 TFSI Sport 5dr S Tronic,22.474,2020,Petrol,20.19
Audi A5,40 TFSI 204 Black Edition 5dr S Tronic,1.0,2023,Petrol,40.29
Audi Q5 Sportback,50 TFSI e Quattro Edition 1 5dr S Tronic,3.852,2023,Hybrid,45.99
Audi Q5,45 TFSI Quattro S Line 5dr S Tronic,325.0,2023,Petrol,45.29
Audi Q5 Sportback,45 TFSI Quattro S Line 5dr S Tronic,14.467,2023,Petrol,39.69
Audi Q5 Sportback,45 TFSI Quattro Black Edition 5dr S Tronic,1.049,2023,Petrol,nan
Audi RS4,2.9 TFSI Quattro 5dr Tip tronic,33.728,2018,Petrol,43.4
Audi RS6,RS 6 TFSI Quattro Launch Edition 5dr Tiptronic,46.2,2020,Petrol,64.9
Audi RS4,RS 4 TFSI Quattro Carbon Black 5dr Tiptronic,5.092,2023,Petrol,68.99
Audi RS6,RS 6 TFSI Quattro Carbon Black 5dr Tiptronic,10.389,2023,Petrol,93.9
Audi A1,25 TFSI Technik 5dr,17.772,2020,Petrol,16.99
Audi RS6,RS 6 TFSI Quattro Carbon Black 5dr Tiptronic,4.69,2023,Petrol,95.9
Audi A1,30 TFSI 110 S Line 5dr S Tronic,14.981,2021,Petrol,21.79
Audi A1,30 TFSI 110 S Line 5dr,5.0,2022,Petrol,24.65
Audi RS5,RS 5 TFSI Quattro 5dr Tiptronic,29.275,2021,Petrol,45.4
Audi A6 Avant,45 TFSI Quattro S Line 5dr S Tronic,5.0,2023,Petrol,43.99
Audi A6,40 TDI S Line 4dr S Tronic,45.675,2019,Diesel,23.99
Audi e-tron,230kW 50 Quattro 71kWh S Line 5dr Auto,23.055,2021,Electric,nan
Audi e-tron GT,390kW Quattro 93kWh 4dr Auto,93.0,2023,Electric,97.776
Audi Q8 e-tron,300kW 55 Quattro 114kWh Sport 5dr Auto,4.464,2023,Electric,57.69
Audi Q4 e-tron Sportback,150kW 40 82kWh S Line 5dr Auto,5.0,2023,Electric,nan
Audi Q4,220kW 50 Quattro 82kWh Black Edition 5dr Auto,5.0,2023,Electric,49.79
Audi Q4,150kW 40 82.77kWh Edition 1 5dr Auto,2.599,2023,Electric,nan
Audi Q8,SQ8 TDI Quattro 5dr Tiptronic,35.204,2020,Diesel,nan
